content_type,language,genre,duration,release_date,rating,episode_count,season_count,content_id
series,telugu,action,2940000,09-01-2018,1,13,2,cont_3454_23_10
series,tamil,drama,3780000,21-05-1997,4,15,4,cont_3943_2_23
sports,hindi,football,3480000,29-11-2008,0,9,1,cont_34_4_9
series,hindi,drama,4140000,22-06-2007,1,35,5,cont_4082_10_3
series,english,action,3060000,24-08-1997,6,10,3,cont_960_20_13
series,hindi,drama,5160000,05-04-2002,9,6,12,cont_4021_1_3
series,english,drama,3420000,25-09-2000,3,9,5,cont_608_1_19
series,english,action,3480000,04-08-2011,5,9,3,cont_4838_12_21
series,tamil,documentary,3360000,06-01-2000,4,31,4,cont_4039_15_7
series,hindi,documentary,3780000,21-10-2019,10,55,6,cont_1856_1_42
series,kannada,action,4800000,24-12-1998,4,23,4,cont_582_7_25
sports,hindi,cricket,3660000,07-11-1997,0,7,1,cont_3970_18_1
series,hindi,drama,3540000,05-07-1992,7,4,4,cont_3528_6_9
sports,hindi,football,5040000,20-10-2004,0,6,1,cont_321_7_4
series,hindi,drama,3000000,03-09-1994,1,10,2,cont_3549_4_9
sports,english,cricket,3600000,17-01-2013,0,15,1,cont_1620_1_4
series,english,action,3120000,05-01-2005,2,36,7,cont_1815_10_23
series,tamil,documentary,3780000,22-03-1997,4,40,2,cont_210_4_12
series,hindi,comedy,3600000,10-02-2011,10,5,1,cont_2552_3_6
series,hindi,comedy,3300000,16-07-2012,5,54,1,cont_127_5_42
series,tamil,drama,3960000,17-07-1999,3,2,12,cont_2552_5_18
series,bengali,action,3840000,19-03-1997,9,6,13,cont_1287_1_13
series,telugu,drama,3060000,05-05-1995,5,1,2,cont_3708_13_13
series,kannada,horror,3480000,07-05-2003,1,19,7,cont_4100_1_1
series,hindi,documentary,3480000,26-04-2009,4,17,11,cont_1888_1_3
series,hindi,drama,3420000,02-02-2005,8,12,1,cont_890_6_34
series,telugu,drama,3120000,22-11-2012,1,22,6,cont_1562_1_27
series,english,sci-fi,3300000,18-10-2002,9,42,2,cont_3349_6_3
series,hindi,comedy,3180000,16-12-1994,5,10,8,cont_800_1_26
series,hindi,drama,3060000,04-01-2012,7,12,4,cont_2576_1_8
series,malayalam,comedy,4020000,15-04-2018,7,30,8,cont_615_21_8
series,hindi,drama,2820000,04-11-2008,3,15,9,cont_3072_1_21
series,hindi,drama,3600000,26-08-2014,8,6,10,cont_2273_6_2
series,english,drama,3720000,07-09-2016,5,9,21,cont_4453_1_18
series,hindi,drama,3180000,02-02-2006,10,17,7,cont_3454_1_8
series,gujarati,comedy,2940000,27-11-2003,3,19,7,cont_4873_6_24
series,english,action,3180000,14-01-2003,4,12,1,cont_1498_1_3
series,hindi,comedy,3900000,16-04-1993,5,16,2,cont_4136_1_10
series,marathi,action,3840000,20-09-1992,5,20,1,cont_526_3_13
series,hindi,comedy,4860000,24-09-2004,8,27,3,cont_4512_16_8
series,english,drama,3180000,24-11-1999,7,14,4,cont_379_1_5
series,english,drama,5100000,25-07-1998,10,1,23,cont_3497_17_3
series,hindi,drama,2760000,30-10-2009,3,45,9,cont_4374_3_19
series,telugu,drama,3180000,19-12-2015,7,2,5,cont_517_2_24
series,telugu,drama,2640000,03-05-2009,5,22,5,cont_43_9_1
series,english,drama,3060000,05-03-2006,2,7,3,cont_3905_15_6
series,english,sci-fi,3780000,01-07-1999,10,20,1,cont_2625_2_11
series,bengali,action,4020000,17-05-1995,9,10,9,cont_3410_1_5
series,english,action,4980000,23-06-2009,2,13,4,cont_287_3_28
sports,hindi,cricket,9780000,31-01-1996,0,1,1,cont_3190_12_27
series,hindi,drama,3360000,27-05-2013,3,56,12,cont_3792_15_15
series,hindi,drama,2460000,25-07-2019,1,22,9,cont_2244_26_7
series,hindi,drama,3300000,28-08-2016,5,11,5,cont_3191_8_16
series,english,comedy,4020000,02-06-1999,4,14,3,cont_3577_18_6
series,english,drama,3360000,21-04-2020,2,13,21,cont_3313_3_46
series,tamil,comedy,2760000,14-02-2003,8,19,10,cont_1314_2_16
series,hindi,drama,3000000,09-02-2000,4,22,8,cont_4934_10_6
series,hindi,drama,2880000,30-01-2011,4,11,23,cont_938_9_19
series,gujarati,drama,2820000,20-12-1996,10,7,2,cont_1935_39_6
sports,english,cricket,6300000,01-05-2003,0,10,1,cont_960_3_15
series,english,drama,3600000,13-07-2004,3,16,2,cont_1421_12_10
series,hindi,action,3720000,03-04-2008,9,19,10,cont_2914_2_1
series,english,comedy,2580000,23-04-2020,5,7,4,cont_3600_16_10
series,hindi,drama,2520000,10-02-2014,6,39,9,cont_310_19_10
sports,english,cricket,4500000,24-03-2010,0,4,1,cont_356_1_8
series,telugu,action,3900000,12-02-2001,2,3,1,cont_4813_4_9
series,hindi,drama,5220000,30-09-2019,1,27,8,cont_3432_7_17
series,telugu,drama,3480000,14-11-2017,4,22,1,cont_1955_15_1
series,hindi,drama,3420000,07-03-2017,7,10,2,cont_3955_2_5
series,tamil,action,3060000,01-10-2003,10,19,5,cont_3970_11_8
series,hindi,sci-fi,3240000,02-06-2015,4,9,8,cont_4577_5_48
series,hindi,sci-fi,2760000,17-09-1999,9,5,6,cont_1815_1_3
series,hindi,action,2580000,19-12-2016,2,9,12,cont_1664_3_30
sports,hindi,cricket,4080000,04-04-2008,0,1,1,cont_386_4_14
series,english,drama,3720000,16-12-2010,3,22,3,cont_1499_6_4
series,english,drama,3540000,05-02-2012,1,9,12,cont_263_2_30
series,english,drama,3000000,07-12-2004,8,5,11,cont_4752_1_12
series,tamil,drama,3660000,25-03-2002,2,12,3,cont_2811_3_7
series,english,drama,3900000,06-11-2000,5,43,2,cont_3191_2_4
series,english,comedy,4140000,27-01-2017,8,9,4,cont_1856_6_23
series,hindi,action,2760000,08-06-1993,2,16,2,cont_4631_2_24
series,telugu,comedy,4200000,18-04-2007,5,27,5,cont_4806_1_5
series,english,action,3960000,04-03-2018,10,32,10,cont_1700_6_4
series,hindi,comedy,2760000,03-09-2000,8,1,3,cont_3767_10_21
series,punjabi,documentary,2700000,12-04-2001,9,15,10,cont_4490_9_15
series,english,action,4080000,02-04-2017,10,4,10,cont_2055_1_2
series,hindi,drama,3180000,26-03-1998,3,15,1,cont_3708_6_8
series,english,comedy,2820000,14-05-1998,7,17,3,cont_3939_12_13
series,hindi,comedy,2640000,30-10-2004,6,6,4,cont_4512_17_3
series,hindi,drama,3060000,26-01-1995,2,25,1,cont_2376_1_4
series,english,drama,3120000,16-10-2018,6,4,6,cont_1287_6_2
series,hindi,documentary,3060000,11-12-2002,1,18,5,cont_2104_12_8
series,english,comedy,2580000,10-03-2008,7,1,12,cont_1718_25_4
series,telugu,drama,4320000,18-11-2011,8,1,9,cont_4330_4_21
series,english,drama,3600000,11-10-2016,8,29,12,cont_459_25_1
series,tamil,documentary,2880000,19-02-2008,6,23,9,cont_2300_7_1
series,hindi,sci-fi,2520000,21-05-2014,2,14,1,cont_1981_6_35
sports,hindi,tennis,8820000,23-05-1992,0,6,1,cont_3313_2_18
series,hindi,drama,3060000,19-03-2006,5,12,9,cont_286_11_7
series,tamil,drama,3480000,26-09-2015,4,13,12,cont_162_4_4
series,oriya,drama,2520000,23-04-2004,7,10,2,cont_4445_5_1
series,hindi,drama,3600000,20-01-1998,1,35,3,cont_3023_2_2
series,marathi,drama,2700000,19-04-2017,8,4,3,cont_904_5_22
series,tamil,comedy,2940000,15-08-1998,8,22,5,cont_1315_9_9
series,english,drama,2940000,16-04-2019,10,6,1,cont_3241_2_14
series,malayalam,comedy,2880000,12-10-2003,7,25,11,cont_658_8_41
series,marathi,drama,2820000,06-05-2007,2,9,7,cont_2715_5_20
series,tamil,drama,2820000,01-02-2019,6,1,11,cont_2169_7_9
series,hindi,drama,3360000,26-05-2020,5,38,8,cont_2311_2_19
series,english,documentary,3180000,01-03-2016,6,4,6,cont_2283_13_7
series,hindi,action,4860000,04-10-2019,4,40,14,cont_4103_30_2
series,tamil,drama,2760000,18-08-2013,1,7,3,cont_4460_8_14
series,malayalam,drama,2760000,02-02-2017,5,11,13,cont_1106_4_30
series,hindi,drama,3480000,11-08-2001,7,4,6,cont_1226_13_13
series,hindi,drama,3360000,01-02-2019,2,11,6,cont_2273_2_6
series,bengali,comedy,3240000,07-02-2020,7,25,3,cont_1682_1_4
series,hindi,documentary,3540000,18-01-1998,4,16,2,cont_4198_2_1
series,hindi,horror,3300000,26-10-2019,8,30,12,cont_2991_2_12
series,hindi,drama,3360000,20-05-2014,8,18,11,cont_4912_4_24
series,english,drama,3900000,26-01-2004,5,47,4,cont_4828_2_16
teasers,telugu,comedy,240000,06-12-1992,0,0,0,cont_2083_30_4
series,hindi,drama,4680000,14-11-1994,4,3,3,cont_3313_3_43
series,hindi,action,3540000,13-09-2019,10,8,9,cont_1216_9_3
series,english,drama,3840000,06-05-1993,3,4,2,cont_139_1_20
series,hindi,comedy,5340000,08-01-2014,6,15,2,cont_3573_3_8
series,hindi,drama,2460000,02-07-2018,6,20,1,cont_2730_8_26
series,english,comedy,3000000,19-02-2013,7,4,4,cont_1466_13_9
series,hindi,drama,3600000,13-08-2003,7,7,7,cont_4170_11_33
series,marathi,action,4020000,03-04-1997,5,44,3,cont_1616_3_23
series,hindi,action,5160000,06-08-2004,9,23,8,cont_4104_15_17
series,english,action,3840000,04-12-2008,2,11,3,cont_127_2_36
series,punjabi,drama,2880000,10-01-2015,3,6,2,cont_890_10_28
series,hindi,drama,3300000,24-10-2017,8,25,3,cont_1856_7_43
series,tamil,action,3120000,16-04-2003,10,5,5,cont_386_7_1
series,english,drama,4800000,20-07-2001,8,1,14,cont_2509_5_12
series,punjabi,comedy,2880000,11-05-2002,9,37,3,cont_4552_1_3
series,telugu,comedy,2700000,01-10-2019,4,21,19,cont_4292_1_5
series,malayalam,drama,4140000,12-06-2006,9,6,3,cont_4445_1_32
series,english,comedy,4380000,18-09-1999,4,23,3,cont_498_14_14
series,english,comedy,3060000,29-03-2018,6,13,5,cont_2997_4_26
series,malayalam,drama,2760000,22-11-2003,7,2,21,cont_620_1_38
series,hindi,horror,4440000,28-07-2007,9,16,13,cont_3861_7_16
sports,hindi,football,3600000,16-04-2007,0,11,1,cont_292_4_19
series,hindi,action,3180000,10-07-2013,7,43,4,cont_4710_10_5
sports,english,cricket,5700000,09-09-1991,0,9,1,cont_2358_7_27
series,telugu,comedy,3000000,05-04-2005,10,7,13,cont_1700_5_32
series,hindi,action,3240000,22-03-2012,4,6,23,cont_4330_3_32
series,bengali,horror,3480000,07-06-2019,2,13,1,cont_2129_5_19
series,hindi,drama,2580000,10-05-2012,7,4,1,cont_685_2_32
series,hindi,drama,3120000,24-02-2019,7,3,6,cont_498_7_10
series,telugu,horror,3480000,13-02-2001,1,2,11,cont_84_4_20
series,hindi,action,2940000,13-06-1992,2,36,1,cont_4912_7_19
series,tamil,drama,3840000,15-01-2003,6,21,3,cont_758_3_9
series,english,drama,3420000,11-08-2012,7,26,4,cont_1607_9_2
series,english,drama,5460000,09-06-2002,2,5,28,cont_4056_11_23
series,hindi,drama,3600000,21-12-2017,4,30,10,cont_1468_7_18
series,hindi,comedy,3120000,20-08-2018,2,11,11,cont_1744
series,hindi,drama,3360000,15-12-2012,8,7,3,cont_1158_6_1
series,hindi,drama,3180000,17-11-1992,2,6,1,cont_1710_1_5
series,hindi,comedy,3360000,09-04-2003,10,29,1,cont_2_10_44
sports,hindi,cricket,5220000,10-01-2006,0,7,1,cont_1399_23_5
series,malayalam,drama,2820000,06-06-2004,1,14,10,cont_882_18_6
series,telugu,sci-fi,3420000,26-12-2009,9,5,1,cont_3791_5_1
series,malayalam,drama,4260000,13-04-2000,5,3,6,cont_966_8_1
series,telugu,drama,3360000,06-08-1995,8,22,4,cont_1935_29_10
series,hindi,drama,5040000,06-07-1998,4,5,3,cont_2557_1_9
series,kannada,documentary,2580000,26-03-1996,7,5,2,cont_1682_2_18
series,hindi,drama,4260000,02-09-2019,1,3,15,cont_3579_1_15
series,hindi,drama,2940000,09-11-1998,3,6,4,cont_4833_5_3
series,malayalam,drama,5400000,28-08-2001,3,37,2,cont_3550_2_12
series,hindi,action,4800000,05-02-2019,5,1,2,cont_598_1_8
series,hindi,drama,3240000,04-10-2006,9,30,2,cont_3698_1_29
series,malayalam,drama,4320000,28-06-2011,9,1,12,cont_4036_2_6
series,telugu,drama,3360000,16-12-2017,5,31,14,cont_3788
series,english,drama,3900000,04-08-2016,4,28,4,cont_1768_2_26
series,hindi,action,3840000,30-12-1992,7,13,1,cont_310_24_7
series,english,comedy,2460000,15-11-2020,2,2,10,cont_2459_9_18
series,malayalam,comedy,3660000,25-05-1996,6,1,1,cont_1203_10_17
series,hindi,drama,3060000,04-09-2005,8,13,6,cont_1383_9_10
series,hindi,comedy,3060000,04-05-2008,4,9,19,cont_208_9_5
sports,hindi,cricket,4020000,30-09-2010,0,4,1,cont_2917_2_56
series,english,comedy,4740000,14-06-2014,5,8,9,cont_4149_6_51
series,malayalam,drama,2700000,03-08-1999,7,15,12,cont_760_1_3
series,hindi,comedy,3540000,18-07-1999,9,11,4,cont_4944_5_35
series,hindi,drama,3180000,06-10-2007,3,13,3,cont_148_10_36
series,kannada,comedy,3720000,18-04-2014,10,9,2,cont_3300_2_9
series,hindi,action,2880000,21-04-2011,4,1,22,cont_1470_1_5
series,tamil,drama,3360000,13-06-2005,2,6,7,cont_4435_11_5
series,marathi,action,3120000,01-03-2006,6,16,5,cont_2129_2_9
series,hindi,drama,2820000,30-08-2012,1,4,1,cont_700_1_16
series,hindi,drama,3780000,17-11-2002,6,45,2,cont_2296_5_7
series,hindi,drama,3480000,26-05-2007,1,48,1,cont_3114_5_48
sports,english,football,3960000,27-11-2004,0,8,1,cont_3655_7_20
series,tamil,drama,4860000,29-06-2002,1,13,8,cont_1007_9_27
series,english,drama,3120000,27-08-2011,3,3,6,cont_1287_12_24
series,hindi,drama,4860000,10-09-2004,2,19,1,cont_4289_1_10
series,malayalam,comedy,3840000,02-03-2003,6,33,4,cont_3968_6_27
sports,hindi,cricket,4680000,26-09-2006,0,1,1,cont_1664_2_5
series,tamil,documentary,3780000,24-01-2020,9,6,10,cont_3618_1_7
series,telugu,drama,3840000,11-09-1997,8,8,8,cont_1286_5_48
sports,english,football,4620000,01-03-2013,0,6,1,cont_1287_6_21
series,gujarati,comedy,4020000,23-02-2012,6,31,3,cont_4849_2_56
series,english,comedy,4140000,06-01-2011,4,3,16,cont_1620_4_3
series,english,comedy,2700000,25-01-2013,9,27,6,cont_633_2_23
series,hindi,drama,3360000,03-12-2019,7,19,5,cont_453_1_30
series,hindi,action,3600000,02-09-1993,10,2,3,cont_737_12_7
series,telugu,drama,2400000,14-06-2004,9,40,3,cont_888_1_25
series,telugu,drama,3480000,08-07-2002,5,12,3,cont_3600_15_19
series,hindi,sci-fi,2640000,02-05-1995,1,30,2,cont_517_9_32
series,hindi,drama,3840000,01-08-2007,9,25,5,cont_882_22_7
series,english,comedy,3000000,21-07-2008,2,5,1,cont_3118_5_2
series,hindi,drama,3240000,02-09-2012,3,20,2,cont_1780_3_2
series,hindi,comedy,2820000,28-06-2000,3,16,8,cont_815_22_24
sports,english,football,4500000,19-12-1991,0,10,1,cont_2019_8_10
sports,hindi,badminton,3900000,02-06-2003,0,14,1,cont_3386_2_3
series,hindi,action,3300000,04-02-1995,8,18,5,cont_1042_1_2
sports,english,basketball,5880000,02-10-2005,0,3,1,cont_3497_3_22
series,hindi,drama,3000000,09-05-1997,1,9,2,cont_1065_13_27
series,gujarati,comedy,2460000,18-06-2004,3,9,8,cont_1072_10_6
sports,hindi,cricket,3480000,21-07-2001,0,20,1,cont_2646_2_6
series,hindi,drama,2520000,29-06-2015,7,12,4,cont_3454_21_9
series,hindi,comedy,3240000,16-11-2007,1,5,7,cont_780_13_27
series,gujarati,drama,3480000,08-03-1999,9,1,7,cont_873_1_9
series,hindi,drama,3720000,06-04-2009,9,13,4,cont_1212_4_16
series,english,drama,3360000,23-04-1999,8,10,3,cont_217_1_1
series,punjabi,drama,2880000,01-09-2016,3,24,3,cont_3682_7_2
series,hindi,comedy,2880000,13-08-2000,5,12,9,cont_1258_8_5
series,hindi,horror,2460000,13-01-2016,2,10,11,cont_960_14_25
series,kannada,comedy,4320000,26-08-2004,4,7,7,cont_721_4_6
series,hindi,drama,3120000,27-06-2003,2,32,1,cont_3708_6_18
series,english,horror,4020000,01-08-2018,4,21,9,cont_3708_9_7
series,hindi,action,4740000,20-08-2018,4,11,2,cont_208_18_11
series,hindi,comedy,3720000,01-07-2019,10,5,35,cont_3454_10_13
series,hindi,drama,3660000,01-07-2000,6,4,16,cont_4552_1_3
series,hindi,comedy,2880000,22-10-1999,1,26,3,cont_3386_5_44
series,english,action,3240000,17-08-2016,5,10,3,cont_593_3_26
series,hindi,horror,3900000,21-05-2006,6,11,10,cont_3447_3_6
series,marathi,action,3720000,07-10-2012,1,14,4,cont_4752_5_19
series,english,comedy,2640000,18-12-2019,5,1,4,cont_2776_4_36
series,english,drama,4080000,05-03-2013,4,23,1,cont_376_1_10
series,marathi,comedy,3540000,07-12-2019,5,13,11,cont_3470_1_1
series,hindi,drama,4680000,20-04-2017,1,1,1,cont_4234_12_6
series,telugu,drama,2940000,05-10-1995,9,2,1,cont_3307_5_4
series,hindi,drama,3600000,15-09-2007,6,29,4,cont_1908_7_26
series,telugu,drama,5160000,23-08-2013,3,6,4,cont_185_17_6
series,hindi,action,3480000,07-02-2020,2,20,10,cont_475_6_19
sports,english,cricket,3660000,14-02-1994,0,15,1,cont_2723_1_13
series,hindi,drama,3480000,25-05-2003,10,26,5,cont_2917_3_12
series,english,comedy,3240000,13-10-2020,3,29,12,cont_4904_13_19
series,hindi,drama,3780000,14-02-2002,6,22,2,cont_1549_3_2
series,telugu,drama,3360000,14-07-2005,10,17,3,cont_3682_18_8
series,hindi,drama,3600000,28-08-2015,2,27,1,cont_1502_6_6
series,telugu,drama,2820000,26-09-2020,3,13,11,cont_386_1_15
series,hindi,action,3480000,16-04-2005,10,7,10,cont_2722_1_2
series,english,drama,3180000,22-12-2011,2,5,7,cont_2696_2_2
series,hindi,action,4560000,17-03-2012,1,8,11,cont_1259_6_1
series,hindi,drama,3120000,25-02-2002,8,13,1,cont_4667_1_31
series,telugu,drama,3120000,06-11-2002,8,10,2,cont_4103_31_1
series,english,action,3540000,23-02-2009,4,11,12,cont_3674_3_1
series,hindi,action,2580000,10-06-2008,10,12,18,cont_2358_6_43
series,english,drama,4380000,10-09-1998,8,4,5,cont_4703_11_18
series,english,drama,3060000,19-07-2019,3,4,8,cont_1212_13_1
series,hindi,drama,2760000,30-03-2015,2,20,3,cont_3497_17_21
series,hindi,comedy,2460000,12-11-2017,7,26,5,cont_3687_2_2
series,hindi,drama,4800000,27-12-2004,2,28,1,cont_4086_8_21
series,hindi,drama,3420000,09-07-2004,6,44,3,cont_498_1_1
series,english,drama,3060000,20-05-2018,10,21,2,cont_459_15_3
series,telugu,drama,3240000,30-07-2017,4,16,14,cont_1459_6_12
series,english,drama,2520000,12-08-2010,10,3,2,cont_40_1_4
series,oriya,drama,3660000,12-02-2001,6,19,1,cont_3352_10_5
series,english,drama,3180000,27-01-2016,1,22,15,cont_2453_11_12
series,english,comedy,2820000,13-04-2004,2,7,30,cont_3190_20_7
series,hindi,comedy,2640000,05-02-2012,6,40,2,cont_1856_1_21
series,hindi,action,4740000,16-04-1998,9,29,2,cont_1912_5_3
series,hindi,action,5220000,01-01-2004,3,9,3,cont_4170_9_2
series,hindi,documentary,5580000,16-12-1995,6,27,4,cont_4133_1_21
series,telugu,comedy,2940000,11-03-1999,1,14,11,cont_890_8_37
sports,hindi,basketball,3060000,08-08-1991,0,8,1,cont_1046_1_5
series,english,horror,3840000,26-06-2018,4,18,9,cont_3701_1_2
series,hindi,drama,3900000,07-03-2020,2,28,4,cont_693_4_2
series,hindi,comedy,5460000,24-04-2010,8,44,7,cont_3072_9_5
series,hindi,drama,2700000,14-02-2011,6,11,15,cont_3651_2_4
series,bengali,drama,4500000,17-06-2012,9,42,8,cont_815_16_23
series,hindi,sci-fi,2640000,15-07-2015,2,20,2,cont_11_15_9
series,english,comedy,3480000,26-07-1998,7,4,6,cont_2778_2_19
series,marathi,drama,2940000,03-03-2003,3,3,2,cont_4591_4_5
series,telugu,drama,4800000,04-10-2008,9,54,5,cont_3674_2_25
series,kannada,horror,3780000,04-09-2003,1,8,8,cont_3641_9_29
series,hindi,drama,3000000,21-07-2011,6,21,18,cont_2975_3_29
series,telugu,drama,3420000,25-11-2007,10,33,4,cont_2975_6_42
series,hindi,drama,3300000,26-10-1997,1,1,7,cont_3257_11_51
series,hindi,drama,3840000,21-07-2019,9,20,19,cont_4860_11_29
series,hindi,drama,3420000,24-02-2011,9,31,1,cont_459_9_3
series,telugu,drama,3360000,13-02-2008,1,25,3,cont_4772_3_2
series,marathi,comedy,3480000,17-09-1999,2,10,2,cont_206_1_8
series,telugu,drama,2760000,10-02-1993,7,5,2,cont_4056_11_10
series,english,action,3180000,16-06-2008,4,7,11,cont_3191_18_1
series,malayalam,comedy,4920000,13-11-2016,9,18,13,cont_4660_4_5
sports,english,cricket,5580000,05-09-2007,0,2,1,cont_2083_14_22
series,english,drama,2880000,19-05-2012,6,8,1,cont_1046_7_37
series,hindi,drama,2820000,17-08-2020,9,7,5,cont_2660_7_1
series,hindi,comedy,3720000,10-04-2018,10,3,12,cont_1287_10_16
series,tamil,action,2820000,23-06-2006,10,4,7,cont_1259_5_25
series,hindi,horror,3780000,22-08-2013,8,7,9,cont_246_27_4
series,marathi,action,3780000,14-06-1997,5,50,3,cont_1602_4_21
series,hindi,comedy,3180000,13-04-2004,5,4,22,cont_958_9_1
series,hindi,drama,3660000,18-07-2014,8,15,4,cont_1499_10_13
series,telugu,drama,3000000,22-06-2006,4,30,6,cont_514_4_5
series,tamil,sci-fi,3600000,30-05-1994,5,8,3,cont_4082_6_29
sports,english,cricket,5520000,22-02-2002,0,13,1,cont_1477_1_15
series,english,drama,4080000,11-01-2016,5,35,12,cont_3191_18_1
series,english,drama,4980000,24-11-2009,7,5,4,cont_780_15_6
series,tamil,drama,3540000,24-11-2006,4,14,2,cont_2306_23_3
series,telugu,comedy,3120000,12-04-2013,8,23,5,cont_1577_2_52
series,malayalam,drama,3240000,12-04-2011,4,7,2,cont_1873_22_27
series,telugu,documentary,2460000,12-08-2002,7,29,9,cont_815_3_12
series,hindi,drama,3120000,17-10-2012,6,19,4,cont_3889_1_4
series,hindi,action,2700000,15-05-1993,3,20,2,cont_120_4_23
series,hindi,drama,3360000,07-09-2019,8,22,8,cont_1399_28_10
series,tamil,drama,3480000,21-11-2006,8,19,13,cont_3294_4_9
series,telugu,drama,5640000,30-08-2004,2,5,14,cont_149_5_34
series,hindi,drama,3900000,05-06-2014,9,2,16,cont_189_1_13
series,english,drama,2700000,22-03-1997,7,2,1,cont_1492_10_57
series,hindi,comedy,3720000,06-05-2017,5,14,2,cont_2218_1_5
series,hindi,drama,3300000,18-01-2016,3,3,30,cont_2187_1_26
series,hindi,comedy,2940000,14-10-2002,5,6,12,cont_3603_1_21
series,marathi,drama,2520000,21-09-2002,2,17,2,cont_2811_5_12
series,malayalam,drama,4320000,23-01-1997,5,15,1,cont_4168_1_4
series,hindi,drama,4140000,03-10-2014,2,3,9,cont_2940_3_19
series,kannada,drama,5280000,18-06-1994,7,44,2,cont_3655_8_21
series,english,action,3600000,16-10-2016,5,15,3,cont_1856_2_2
series,telugu,drama,3120000,31-07-2011,10,33,6,cont_1680_9_12
series,marathi,action,3900000,17-12-2005,5,24,8,cont_310_6_21
series,english,horror,3120000,27-02-2000,8,7,4,cont_135_7_11
series,hindi,action,3360000,19-07-2018,4,11,5,cont_3121_2_13
series,tamil,drama,3180000,02-08-2007,5,9,9,cont_3851_1_1
series,english,comedy,2880000,27-10-2020,9,29,12,cont_1609
series,english,comedy,3720000,30-01-2008,1,14,7,cont_386_5_19
series,marathi,comedy,3420000,09-10-2017,5,37,3,cont_246_5_2
series,hindi,action,2880000,27-02-2007,1,3,3,cont_263_5_26
series,english,comedy,3840000,28-07-2010,7,25,4,cont_1121_4_4
sports,english,football,3840000,01-09-1994,0,1,1,cont_2618_3_1
series,punjabi,comedy,3000000,21-01-2008,8,14,30,cont_3386_7_13
series,telugu,drama,5340000,26-05-2004,2,29,13,cont_4170_6_34
sports,english,cricket,4320000,13-06-2018,0,10,1,cont_4341_14_10
series,hindi,horror,5400000,07-04-2011,1,20,8,cont_4082_1_31
sports,english,cricket,2760000,06-02-1994,0,2,1,cont_4660_3_7
series,english,drama,3420000,16-01-2004,2,38,8,cont_1223_9_3
series,hindi,drama,3360000,23-06-1998,9,15,1,cont_3450_2_6
series,english,drama,2880000,08-10-1997,10,39,5,cont_3581_4_1
series,english,action,4080000,16-12-2013,10,14,28,cont_3828_3_28
series,english,horror,2820000,21-09-1995,8,1,1,cont_2273_2_2
series,telugu,comedy,2700000,30-11-1998,8,17,4,cont_2707_11_30
series,telugu,drama,2820000,27-12-2006,1,6,6,cont_4724_10_15
series,hindi,comedy,5100000,16-08-2020,6,39,5,cont_976_20_3
series,hindi,comedy,3240000,16-03-2015,8,19,13,cont_3497_23_4
series,hindi,drama,2700000,29-09-1995,3,3,2,cont_3806_6_11
series,oriya,action,2400000,12-01-2010,6,39,5,cont_3386_2_2
series,marathi,drama,3300000,11-06-2014,7,25,3,cont_1287_16_17
sports,english,football,3240000,27-07-1992,0,3,1,cont_3655_6_15
series,hindi,action,3000000,07-04-2020,7,9,32,cont_3081_3_18
series,hindi,drama,3780000,15-06-2008,3,13,2,cont_2719_11_5
series,telugu,drama,3780000,07-05-2000,5,28,1,cont_4922_3_15
series,hindi,drama,3180000,30-01-2004,9,14,5,cont_2381_21_9
series,malayalam,drama,3060000,11-09-1996,7,7,7,cont_1873_24_19
series,hindi,drama,2520000,17-12-2010,5,18,8,cont_2296_5_39
series,gujarati,horror,2760000,12-07-2018,2,6,9,cont_2311_8_7
series,hindi,comedy,2460000,01-09-2010,10,5,4,cont_2485_12_1
series,tamil,action,2640000,05-02-2020,9,42,1,cont_328_17_17
series,marathi,comedy,3240000,26-11-2011,1,14,4,cont_2869_1_1
series,hindi,drama,3660000,03-07-2001,1,32,6,cont_3190_11_17
series,oriya,drama,2700000,20-07-2014,8,12,4,cont_343_7_16
series,malayalam,comedy,2940000,28-03-2004,7,4,12,cont_1530_20_2
sports,english,cricket,4500000,28-09-2007,0,1,1,cont_2069_3_47
series,gujarati,drama,3060000,03-03-2020,1,41,1,cont_817_25_8
sports,english,cricket,4380000,09-11-2012,0,3,1,cont_3655_7_12
series,gujarati,drama,3120000,07-07-2013,10,10,4,cont_13_8_15
series,hindi,drama,3540000,09-06-2016,2,39,7,cont_4925_1_6
series,kannada,action,3060000,15-10-2018,1,33,3,cont_386_6_3
series,marathi,action,3660000,08-06-2003,1,11,3,cont_2853_8_8
series,tamil,drama,3780000,10-07-2009,2,26,11,cont_3363_4_1
series,marathi,action,3240000,08-04-1995,6,3,2,cont_185_26_9
series,hindi,drama,3360000,18-01-2020,5,26,2,cont_3151_5_2
series,malayalam,drama,2940000,09-06-1999,1,15,1,cont_4682_11_39
sports,hindi,football,2880000,05-12-2003,0,5,1,cont_3410_1_15
series,hindi,horror,3240000,28-06-2011,1,26,1,cont_3500_4_16
series,tamil,documentary,3660000,25-11-2019,9,1,10,cont_83_3_17
series,hindi,action,3720000,07-02-2013,7,14,5,cont_43_5_7
series,marathi,action,3300000,28-10-2008,9,56,4,cont_2296_3_1
series,english,drama,3240000,07-04-2003,3,10,9,cont_3497_9_16
series,english,sci-fi,3480000,29-01-2006,3,14,2,cont_3195_10_6
series,telugu,drama,2880000,12-04-2011,1,11,5,cont_3194_2_22
